"","M.cap.1.1.Out","M.cap.1.2.Out","M.cap.1.3.Out","A.yong.1.1.Out","A.yong.1.2.Out","A.yong.1.3.Out","T.ren.1.1.Out","T.ren.1.2.Out","T.ren.1.3.Out","M.cap.2.1.Out","M.cap.2.2.Out","M.cap.2.3.Out","M.dig.2.1.Out","M.dig.2.2.Out","M.dig.2.3.Out","M.cap.3.1.Out","M.cap.3.2.Out","M.cap.3.3.Out","A.mill.1.1.Out","A.mill.1.2.Out","A.mill.1.3.Out","A.hum.1.1.Out","A.hum.1.2.Out","A.hum.1.3.Out","Acro.1.1.Out","Acro.1.2.Out","Acro.1.3.Out","Acro.2.1.Out","Acro.2.2.Out","Acro.2.3.Out","Pav.1.1.Out","Pav.1.2.Out","Pav.1.3.Out","T.ren.2.1.Out","T.ren.2.2.Out","T.ren.2.3.Out","Psam.1.1.Out","Psam.1.2.Out","Psam.1.3.Out","P.dam.2.1.Out","P.dam.2.2.Out","P.dam.2.3.Out","P.dam.3.1.Out","P.dam.3.2.Out","P.dam.3.3.Out","Cyph.1.1.Out","Cyph.1.2.Out","Cyph.1.3.Out","A.hum.2.1.In","A.hum.2.2.In","A.hum.2.3.In","M.cap.3.1.In","M.cap.3.2.In","M.cap.3.3.In","M.cap.2.1.In","M.cap.2.2.In","M.cap.2.3.In","T.ren.1.1.In","T.ren.1.2.In","T.ren.1.3.In"
"Sigma.12.2",2.497284714,2.458022804,2.632394519,2.571213562,3.344989098,3.244884228,3.717870689,3.030000482,3.178376839,5.050254361,4.108549599,4.178236347,4.016367264,3.558461211,3.635022997,2.937071691,2.818464916,3.186810296,3.990906282,4.005407906,3.6511853,3.451278585,4.418995961,3.847045264,3.29594873,3.686154029,3.172579046,3.222904583,3.412260778,3.745611176,4.008436756,3.491019007,2.698361472,3.093392723,3.817916944,3.143756839,3.537525812,4.293858601,3.388569727,4.205856784,3.869782608,4.065709923,3.097390852,3.255639968,3.602552117,2.90469316,5.435673053,3.894411817,3.711602971,3.804576048,3.517569137,3.171466048,3.167732624,3.606196899,3.827873707,4.34823596,3.502405584,2.682726951,3.144224487,2.832253883
"Connect.12.2",0.299456907,0.385832075,0.291733114,0.332772523,0.260476103,0.251986638,0.136959687,0.213815287,0.324504703,0.199057033,0.089097309,0,0.27853603,0.154814143,0.284974602,0.407041882,0.432118127,0.460520911,0.260878506,0.431157168,0.024670089,0.224862238,0.331764556,0.172312768,0.2526346,0.167068723,0.309766975,0.239799118,0.284290945,0.312451867,0.084152994,0.064905253,0.391417324,0.271895573,0.259866377,0.204663847,0.238608707,0.181905271,0.307484066,0.429284314,0.315342158,0.220841394,0.285729685,0.333346355,0.150671718,0.382522952,0.261997445,0.258432943,0.270324054,0.192565113,0.212698977,0.210681941,0.35981943,0.422098686,0.210825072,0.305829495,0.314166667,0.430705268,0.241332846,0.216939028
"Tau1.12.2",847.9548608,1089.369112,1083.473168,967.8079241,1061.92981,1200.563679,1365.122742,1187.092397,1478.161024,1064.403715,822.2338059,1289.651253,1147.850578,1011.146846,883.3130828,979.0034891,994.8137637,942.6939556,1283.64434,998.0344737,970.6974968,1055.481597,1022.604566,1054.857535,1176.978806,1097.313569,1592.024138,1103.404705,1661.581402,992.2170639,1576.897984,915.256473,939.9477161,1489.880339,1419.113866,1585.861442,1331.317026,1094.042661,1079.474735,1118.28007,1063.598171,1141.22737,898.8337769,855.7378847,881.6315342,1792.797959,1848.154148,1485.135731,800.8115784,1115.080342,1134.877245,907.1345205,797.8473066,746.39455,796.9893407,934.0045603,1008.295779,796.2966286,848.3701413,934.7251792
"Tau2.12.2",1568966.978,1680142.807,1417932.341,1281915.267,1066106.376,1174545.942,900406.3421,1333638.888,1148073.464,4131856.931,3262334.605,10128640.65,1680645.339,1462028.505,1265111.894,4953462.655,3264713.51,1827032.961,1356122.8,1330086.084,1576958.837,1179378.333,802086.1049,1278301.966,867368.1208,798296.7668,1093188.685,1154963.64,1477600.314,1783331.32,1396421.556,781669.0199,1094037.194,1468780.751,1441823.335,1856808.633,1121404.007,1320846.863,1377946.317,1095048.684,1309309.501,1300336.046,1030192.447,1019229.805,1063326.076,981750.5009,762682.3824,801388.0318,1209903.48,1181935.33,1693446.143,2066220.682,2216299.675,2831384.165,2205576.667,1929345.647,4457480.162,1171328.106,962850.132,1243265.768
"NPQ.12.2",0.546732189,0.619652628,0.651565673,0.461696926,0.514787877,0.462892515,0.314769758,0.434880748,0.446136596,0.585490487,0.794586903,0.773715984,0.765123949,0.71439205,0.579773854,0.8064529,0.823633649,0.719915913,0.33314984,0.290477921,0.293990396,0.632019336,0.541743302,0.5485903,0.528495572,0.568666727,0.391853649,0.56631724,0.671434185,0.752096103,0.242667042,0.29278399,0.358705475,0.520891646,0.521649706,0.480346355,0.185804423,0.264068588,0.329585192,0.30800221,0.262737203,0.1748798,0.394606428,0.205739299,0.398241625,0.11085231,0.153336269,0.130729016,0.560850224,0.369002797,0.493103685,0.577654252,0.651889337,0.672536957,0.493293565,0.475368868,0.394254729,0.211213974,0.275176917,0.207697819
"qP.12.2",0.876268911,0.874384432,0.885475487,0.86668082,0.842751348,0.836882907,0.880006213,0.84501719,0.81698789,0.820568234,0.864263058,0.819317169,0.837184008,0.806565089,0.842071298,0.962746453,0.967835989,0.938308821,0.923491399,0.878666462,0.941375864,0.893566089,0.905574215,0.86278916,0.816450227,0.852620811,0.811686889,0.922517497,0.908813557,0.904072075,0.836718877,0.80347649,0.809070657,0.878868249,0.868311031,0.894772481,0.782133555,0.850474782,0.875089434,0.858075202,0.69750471,0.757280644,0.878857617,0.937224286,0.877921614,0.685432254,0.769005078,0.773008835,0.875696716,0.766844772,0.847719508,0.944561625,0.948528695,0.967769651,0.920086793,0.913352308,0.929036447,0.783973309,0.825455546,0.777251576
"ABQ.12.2",0.338715614,0.288154093,0.329683875,0.250434482,0.188931327,0.129196862,0.103104833,0.198869158,0.16304424,0.015838075,0.286829739,0.321780448,0.196598852,0.191910476,0.086952623,0.372389509,0.52029632,0.270187032,0.10738272,0.105851397,0.151591608,0.140203545,0.073305291,0.255251314,0.274570793,0.093385861,0.062743037,0.25078795,0.307556994,0.065857125,0.138946107,0.197400577,0.228896798,0.16722918,0.192919605,0.14349041,0.080851802,0.116309951,0.096052906,0.055054366,0.372483942,0.108074613,0.175290133,0.23536527,0.237400611,0.20131291,0.113878347,0.151776949,0.195891956,0.187376939,0.203473438,0.238388092,0.417501097,0.155765201,0.246221667,0.042841864,0.249223886,0.251957103,0.142471103,0.116304956
"Quant.13.2",0.286073579,0.265610012,0.240529528,0.292432541,0.276006494,0.283892566,0.261355385,0.266851251,0.215925314,0.141769597,0.144324503,0.112226169,0.206701047,0.220656278,0.2719426,0.123209729,0.13395402,0.189507395,0.220589616,0.258224648,0.243010062,0.274611093,0.324692347,0.21606607,0.279529002,0.296110302,0.241937463,0.273116303,0.219504629,0.17752097,0.243869413,0.29461558,0.261219935,0.185811525,0.198372782,0.205265213,0.22840871,0.246601271,0.210804548,0.264366112,0.236940429,0.257665277,0.282687379,0.276336049,0.257618554,0.296499623,0.300130289,0.29549229,0.267002291,0.235253184,0.252666373,0.200232563,0.19941636,0.18500785,0.152002283,0.133888492,0.114703168,0.268581397,0.280569308,0.242662969
"Sigma.13.2",2.536369004,2.446995239,2.71098112,2.748891402,3.508874715,3.253040856,3.728764532,2.8102477,3.671273522,4.205681369,4.748194364,5.059458658,4.08836758,4.324183687,3.67431617,3.249599576,2.754769303,2.878526168,3.994118413,4.006331636,3.416195321,3.253079759,4.328274271,3.763919441,3.294489594,3.646710832,2.872543278,3.477500606,3.771708402,3.273207229,3.954616406,3.5862872,2.481374737,3.478977273,3.496359987,3.460514792,3.386480362,3.992865348,2.933871286,3.883450837,3.446101362,4.210506251,3.248515419,3.4126217,3.477030679,3.089442198,5.541720093,3.816479068,4.033095026,4.018187533,3.526914067,3.587071748,3.323820024,3.015176783,3.952491245,4.040523441,3.537623079,2.50864321,3.311172636,3.205012749
"Connect.13.2",0.28967244,0.351344929,0.242716985,0.229986025,0.363488404,0.212560695,0.178052622,0.283429843,0.322192761,0.045960837,0.262910012,0.514078815,0.211121498,0.334279512,0.254088538,0.4257436,0.429689425,0.266804116,0.222909105,0.244456505,0.240966592,0.371366513,0.114224113,0.311027616,0.186821271,0.22759843,0.153806765,0.187171807,0.263988396,0.509165587,0.065208379,0.005606719,0.357080672,0.430872869,0.42900728,0.331227411,0.176354238,0.188400775,0.156902788,0.281474994,0.355906348,0.3155791,0.268396007,0.268158583,0.106129724,0.227115163,0.291462551,0.317141372,0.396911381,0.215076056,0.351834302,0.371288729,0.225123633,0.346283856,0.264991466,0.217555711,0.384654217,0.374362307,0.296843959,0.357037516
"Tau1.13.2",800.7500525,1086.425916,1169.360077,1100.272444,1028.901665,1367.481964,1599.349917,1245.844435,1377.360365,1239.592857,976.4763663,1026.276192,1039.714896,1098.300731,879.1818793,861.8237713,982.3227703,1200.644894,1167.814578,1047.35401,910.5963169,1024.32305,1048.109895,987.1077128,1207.222302,1096.939341,1501.710054,1366.02868,1241.609592,1119.078688,1492.547317,991.5447708,818.9662775,1209.550596,1321.839469,1325.391652,1688.025329,1067.165705,1176.88962,1270.726538,1118.892972,1156.41371,804.7506119,906.9049155,1027.135385,2094.907525,1910.461511,1347.735146,843.8591805,1034.965466,1112.106599,829.9861683,810.1875494,900.4009108,1137.93927,1078.543889,885.1827409,783.5491985,846.1069301,1048.669595
"Tau2.13.2",1320172.552,1521058.963,1516831.201,1416930.583,1051377.06,1339246.973,1181474.263,1188684.859,1057380.348,3673077.78,2669635.948,3873081.476,1967649.283,1524371.487,1183929.749,5158708.182,2160160.198,1970260.126,1299722.359,1232929.647,1858371.357,1148758.468,706271.0915,1209955.149,872249.5382,797359.0154,953599.6212,1158572.242,1180933.417,1679292.523,1453103.782,783092.7326,1036796.138,1233171.002,1488176.872,1219439.21,1238309.08,1198700.066,1579361.593,1074154.883,1243275.578,1241590.448,953345.4579,1156955.027,1378479.587,976788.5593,792540.3915,749561.3403,1306595.48,1156205.22,1632715.01,2879484.991,1970403.737,3737417.938,2920676.359,3398050.153,3554077.589,1166382.542,913814.6318,1136332.095
"NPQ.13.2",0.527930583,0.589008646,0.618240165,0.46091342,0.532404876,0.461182672,0.296024569,0.41500731,0.462358596,0.569629188,0.813350499,0.866657455,0.784093186,0.772704694,0.595999008,0.787566411,0.787128653,0.664466077,0.314059938,0.264921592,0.276147761,0.612463758,0.503459877,0.540066643,0.523648817,0.561743121,0.335794304,0.526337767,0.63475799,0.693413756,0.234154377,0.307432923,0.360796707,0.529534938,0.503996219,0.468262461,0.156015981,0.23843906,0.28727794,0.256890812,0.229284802,0.162012442,0.379105495,0.170559733,0.366529073,0.10675153,0.151153901,0.126261011,0.546619921,0.374540076,0.493921077,0.565774583,0.60841262,0.60772213,0.473351352,0.450479776,0.379183318,0.177979274,0.258505561,0.201822871
"qP.13.2",0.869897276,0.868764644,0.875162858,0.872924636,0.844242545,0.840278761,0.856955778,0.833346562,0.826015979,0.811853606,0.867066607,0.842244081,0.849892975,0.826626752,0.857220258,0.946123361,0.956436636,0.931371665,0.903494919,0.87488522,0.911856719,0.871693636,0.904026771,0.857607049,0.822848255,0.854912543,0.788707828,0.913313472,0.903663273,0.871734771,0.821310096,0.823256981,0.820026953,0.85715806,0.849946047,0.869364079,0.760568304,0.842959792,0.844446899,0.839364138,0.694463776,0.738665377,0.866176278,0.922687254,0.865600348,0.694035985,0.77762461,0.769189659,0.870444767,0.776784555,0.838057013,0.931425553,0.936935984,0.949856542,0.90001041,0.904627374,0.901879184,0.758715491,0.803248366,0.746075633
"ABQ.13.2",0.328366041,0.291347687,0.309672488,0.198637469,0.149193532,0.127007934,0.100476814,0.2569717,0.03325072,0.180423168,0.175798921,0.178738707,0.1821965,0.018022867,0.077082939,0.30560674,0.531137335,0.34078733,0.106664286,0.105645188,0.206195101,0.189579637,0.092330271,0.271343624,0.274891945,0.103086964,0.151380895,0.191603322,0.234615033,0.183673086,0.150507278,0.175498034,0.29090449,0.063426143,0.260894451,0.057190407,0.120097637,0.17825534,0.217349903,0.127490521,0.441187229,0.076309552,0.135051775,0.198495811,0.263971377,0.150513509,0.096590593,0.168751105,0.126241632,0.141751456,0.20135735,0.138582435,0.388798947,0.294126961,0.221682195,0.110577273,0.241674659,0.30049805,0.096939092,0
"Quant.14.2",0.291964371,0.261809384,0.22758159,0.277384675,0.280806586,0.286936842,0.256994193,0.26569094,0.226438154,0.142383356,0.149995572,0.119910495,0.202657216,0.218416281,0.269272179,0.133960801,0.145399182,0.186753814,0.222066677,0.268589663,0.241871107,0.279984423,0.315221693,0.221554347,0.277642391,0.298809997,0.252742535,0.26847359,0.22227662,0.186403472,0.241245424,0.279068294,0.258610793,0.208018068,0.2061684,0.226435671,0.227281958,0.2639247,0.19324476,0.263277085,0.235112732,0.275758737,0.288382142,0.283531141,0.260263607,0.293924546,0.302362144,0.289528589,0.283978472,0.239537,0.251017582,0.214213564,0.196805172,0.163305075,0.155316137,0.1321706,0.115876842,0.273768948,0.280441974,0.25243133
"Sigma.14.2",2.507049609,2.811795776,2.669668837,2.970691648,3.640076157,3.056775482,3.716696605,2.98148173,3.279618251,4.17270355,4.440231899,4.046168576,4.0637663,4.154579725,3.452136212,3.073359518,2.875997334,2.698583222,3.89485498,4.020492569,3.248788167,3.319322599,4.211378082,3.750166504,3.156641369,3.492882777,2.690674601,3.445258187,3.4814714,3.554738893,3.890781603,4.284637037,2.77749594,2.921463899,3.972793653,3.193052002,3.504247681,3.853105805,3.127384962,4.450898162,3.693907692,3.855348185,3.277739318,3.726764463,3.49219894,2.979269006,5.354879838,4.150188895,3.70142871,3.755723228,3.698288302,3.421484903,3.061378168,3.461582174,3.761593418,3.819616054,4.061673651,2.633629,3.111682131,2.757806515
"Connect.14.2",0.22448914,0.364801765,0.45763724,0.394899003,0.373874735,0.306413115,0.294679929,0.193594493,0.339783195,0.208750166,0.327343453,0.062696467,0.307623575,0.358642528,0.334361008,0.195328851,0.278213461,0.364293134,0.239498743,0.147481592,0.369896136,0.329350427,0.307990235,0.267483015,0.329341878,0.257816001,0.274558605,0.197275673,0.218705282,0.491532973,0.120371057,0.187673443,0.327070105,0.338649741,0.289155722,0.25714556,0.270833319,0,0.477740198,0.242705865,0.354458627,0.175210116,0.255127378,0.270520939,0.130928453,0.260762908,0.213928505,0.377906076,0.239937057,0.172275851,0.360471893,0.236891304,0.395124316,0.427191656,0.203761768,0.310570497,0.34547932,0.327572376,0.307524425,0.362654675
"Tau1.14.2",894.4510304,1199.112646,1126.433242,1171.365561,1047.117214,1412.064167,1337.274195,1241.214234,1553.592576,1064.518277,882.5827475,996.9448824,1121.784157,1010.06779,786.0462343,905.1845224,979.6506855,1161.164564,1225.310371,1174.156589,1003.74608,1004.90775,1223.365404,1139.920555,1241.824355,1161.819736,1786.83711,1314.959497,1336.095151,1017.583084,1570.366749,958.8514254,852.51528,1169.866404,1290.763966,1337.601377,1535.788506,982.7370234,1332.38033,1212.185507,1067.16079,1205.552837,853.5875916,760.9145957,939.5688628,1944.626216,1935.688741,1419.634212,890.2934413,1200.567051,1002.672582,822.3584665,809.0620286,644.3211611,940.334672,1004.574184,1170.081619,835.8764235,964.4417757,1100.219691
"Tau2.14.2",1282127.719,1483505.013,1589920.398,1407063.804,1061529.715,1091341.419,973195.608,1114367.087,1015966.725,3018577.941,3465432.301,8706361.411,2036376.433,1468317.185,1026675.409,4733774.812,3085156.511,1916092.764,1256257.373,1432232.467,1517355.39,1127839.807,781697.5485,1221686.63,829040.8388,789635.8394,1147532.966,1195044.864,1257318.591,1431149.624,1232851.839,793611.3378,1109831.201,1187716.77,1398821.758,1100491.88,1192309.719,1050582.367,1596470.237,973620.1134,1334863.067,1389142.441,1087383.299,1007890.216,1162050.192,1076153.553,733337.6598,803550.5077,1222393.997,1558455.037,1275081.134,2007646.126,2139553.109,2409323.807,2664871.585,2988351.423,4537049.234,1229654.308,928751.8574,1614875.105
"NPQ.14.2",0.50688276,0.589918832,0.60747786,0.482240658,0.540348682,0.458870421,0.280769913,0.408621022,0.447915122,0.568654662,0.805335642,0.92874973,0.810348977,0.802568645,0.589895009,0.738766836,0.742720153,0.632501722,0.295421918,0.246393554,0.252213105,0.598714417,0.48495117,0.521254044,0.525055832,0.552489206,0.293041111,0.489821987,0.58460987,0.651877119,0.226291079,0.351594653,0.383376244,0.473284065,0.490985158,0.426157482,0.139627235,0.213379762,0.288571658,0.244342526,0.22802102,0.12266358,0.360855759,0.15040759,0.352533238,0.099839221,0.144379327,0.133446182,0.507079057,0.369631302,0.494439085,0.520474804,0.578650616,0.59490768,0.448096087,0.42869361,0.368176545,0.163504348,0.235919579,0.165890503
"qP.14.2",0.865623792,0.865330696,0.85669758,0.867535955,0.853128771,0.842437439,0.836644566,0.827859682,0.829421299,0.811946003,0.868784526,0.873233627,0.856343692,0.835538134,0.851812035,0.932042439,0.945708038,0.911001992,0.887076803,0.874036278,0.884404401,0.870888854,0.884371233,0.852913295,0.821598208,0.853437731,0.769728692,0.887526113,0.880559659,0.860148663,0.80844242,0.834207728,0.8325404,0.847534015,0.850996737,0.867211385,0.736353847,0.846647044,0.816049343,0.825647316,0.690568825,0.725832869,0.861139395,0.911629819,0.858652717,0.681966513,0.774353976,0.766527174,0.868508465,0.778769604,0.83649764,0.919959063,0.916344928,0.915797095,0.883578022,0.88148191,0.891034129,0.752178775,0.783464982,0.723799298
"ABQ.14.2",0.336129857,0.18570108,0.320192298,0.1339778,0.117380759,0.179678073,0.103388067,0.211697495,0.136384537,0.186849679,0.229255662,0.343217949,0.187117538,0.056538162,0.132890242,0.343266736,0.510504283,0.381996151,0.128865823,0.102483967,0.245094697,0.173076953,0.116844229,0.274006052,0.305231959,0.140921165,0.205109323,0.199098551,0.293512226,0.113460033,0.164219658,0.014944575,0.206282763,0.213514059,0.160179774,0.130060052,0.089498392,0.207018308,0.165727496,0,0.401003459,0.154223251,0.127270633,0.124714782,0.260760513,0.180807211,0.12704923,0.096067377,0.19809618,0.19781146,0.162550968,0.178347298,0.437058099,0.189620475,0.259273468,0.159204648,0.129339111,0.265647417,0.151346427,0.139533371
"Quant.15.2",0.290700303,0.284399661,0.244954471,0.291151738,0.290173864,0.285562669,0.262523039,0.271876471,0.227430761,0.135704635,0.152549947,0.105366231,0.205070886,0.237797593,0.275163309,0.140582053,0.137299969,0.162179203,0.226072026,0.266905211,0.227598293,0.293867679,0.328304484,0.228153239,0.281720607,0.300233084,0.241738233,0.268566378,0.214922322,0.207641131,0.247552798,0.288430623,0.271050223,0.207486034,0.215537912,0.225235658,0.220850371,0.263992565,0.216056944,0.270194994,0.237053051,0.264556165,0.279002378,0.282574651,0.258017333,0.30545793,0.296623404,0.29282695,0.282348117,0.240030091,0.245722216,0.219721799,0.183864256,0.181008633,0.158768913,0.134387311,0.116744342,0.280502844,0.281255868,0.255091114
"Sigma.15.2",2.614281618,2.617961454,2.579114815,2.690934903,3.452481069,3.235742005,3.790838929,3.087604544,3.645655772,3.838980987,4.545301948,4.757061384,3.818900146,3.568607267,3.701704986,2.648120842,3.028227358,3.109993933,4.115979103,4.334516557,3.048154218,3.303215712,4.213605357,3.660073512,3.415035575,3.636300032,3.007217004,3.715798054,3.379612976,3.006105507,3.90166062,3.930161178,2.652104433,2.447057363,3.908430023,3.131731824,3.505765651,3.784856033,3.216508201,3.784516628,3.705449647,4.098835953,3.388126031,3.582560862,3.591312201,2.997473805,5.422402634,3.925216804,4.025734432,3.60350409,4.309715093,3.34684605,4.009036251,2.969233956,3.712818201,3.877151616,4.02064428,2.661924517,3.512475959,2.881482335
"Connect.15.2",0.312933747,0.18463568,0.289205823,0.316344305,0.243241676,0.322530144,0.141775115,0.228915314,0.182562576,0.391346292,0.237340411,0.371486249,0.384958032,0.275920221,0.336098534,0.295231991,0.513808966,0.583911902,0.197149036,0.232695051,0.424207824,0.202740226,0.243105011,0.257597014,0.260204948,0.243552327,0.258016684,0.354542023,0.381154624,0.341708544,0.137366661,0.149510942,0.255348444,0.478601091,0.261155173,0.296232533,0.205577052,0,0.212843179,0.26040469,0.366205056,0.1649216,0.361600788,0.274110602,0.225631941,0.245699625,0.232799363,0.270732004,0.294759852,0.264518842,0.374916222,0.196544762,0.3514894,0.290194077,0.245306578,0.273553589,0.210824905,0.252654843,0.309087837,0.159615073
"Tau1.15.2",875.2779747,1289.459223,1164.822125,987.6902106,1034.044577,1311.965268,1456.674567,1109.683583,1544.880523,896.0203675,912.0090528,1109.609687,1058.496151,915.4345191,856.2225461,980.1374982,1348.361775,1178.479327,1121.607262,1113.770745,1008.601135,968.8865465,1286.873662,1039.984096,1191.917878,1023.680815,1816.425598,1342.57239,1524.722979,1068.032584,1543.983875,977.056895,748.2106105,1194.933427,1420.623637,1577.14493,1759.313002,1194.576238,1069.984459,1283.309932,1110.093497,1029.80034,801.3432269,930.3183486,785.32311,1844.620677,1974.258349,1454.318044,886.4228149,1224.420406,962.1705972,1014.406202,1021.418097,933.182277,1021.35053,1243.612825,1248.39463,825.895322,859.2425186,1028.307004
"Tau2.15.2",1236074.573,1358793.134,1670142.562,1233708.984,1008043.417,1082596.41,937437.7296,1056060.597,1043392.613,6351357.882,3129105.485,5490042.811,1906447.946,1295048.509,1244984.259,3936971.697,5069744.095,1819670.308,1274011.512,1345894.767,1827018.396,1118384.72,859586.0871,1016450.225,750964.7707,717354.268,1083646.897,1136288.789,1524018.022,1335206.946,1340392.319,783776.2841,1125642.434,1289227.952,1304999.648,1108882.97,1222661.217,1269917.031,1145642.909,1177810.711,1367380.529,978924.5196,983727.0329,1211443.353,1053349.678,922522.521,754965.6579,752664.8705,1089467.383,1368846.109,1417686.497,2481901.471,2638000.159,3142737.773,2704542.77,3689881.373,4861342.559,1232332.288,886402.2212,1299177.742
"NPQ.15.2",0.502159937,0.547051591,0.565083161,0.456292565,0.530873323,0.464007265,0.264027641,0.402080623,0.457067002,0.744070871,0.795467164,0.970108922,0.815616275,0.795460154,0.595077365,0.691322519,0.731876237,0.646335252,0.284613455,0.23950098,0.230489758,0.57538485,0.458362968,0.509245577,0.531143412,0.554237026,0.287256796,0.473810828,0.560095885,0.586105264,0.217532116,0.352279087,0.380091631,0.444201332,0.469141268,0.395743428,0.121930267,0.204355339,0.252420112,0.213067152,0.21131728,0.113845161,0.35422785,0.122583343,0.342542394,0.092626587,0.14315376,0.120142382,0.509358927,0.372103986,0.512021022,0.491016454,0.576756786,0.538880013,0.426950474,0.408582701,0.348429936,0.153591511,0.232671088,0.146266895
"qP.15.2",0.861837593,0.868136514,0.853538119,0.868834322,0.858296238,0.843716798,0.830049338,0.831283759,0.836610529,0.903585823,0.866871598,0.876761916,0.860333608,0.848929562,0.859987543,0.913367147,0.931331698,0.8915036,0.882780488,0.864258598,0.834447702,0.874284681,0.885296027,0.85343874,0.828695452,0.855653295,0.749403795,0.87833438,0.859071501,0.848226048,0.809988709,0.847068111,0.846422232,0.827018913,0.848196216,0.843181997,0.698781188,0.836984833,0.816359953,0.806295174,0.677774603,0.694817,0.84401776,0.87226343,0.847768297,0.694000884,0.763099717,0.757283626,0.867908623,0.781150832,0.840397543,0.907552632,0.899894483,0.901164945,0.870379953,0.865542252,0.868821426,0.753126996,0.78182597,0.706336377
"ABQ.15.2",0.307734675,0.241835698,0.343251084,0.215533068,0.162867454,0.131650285,0.085502052,0.183638668,0.039996592,0.251883441,0.211017393,0.227824428,0.236098554,0.189606412,0.070203399,0.4341342,0.484594682,0.287778785,0.079408582,0.032382715,0.291715044,0.177089566,0.116377154,0.291447136,0.248360108,0.105647514,0.111595003,0.13620754,0.314182145,0.250287361,0.161882732,0.096440012,0.242115543,0.341228823,0.173785786,0.146766599,0.089103981,0.221064333,0.14195266,0.149718441,0.39913184,0.100807506,0.097879118,0.15858311,0.239779911,0.17580154,0.116041686,0.145067463,0.127836284,0.230324092,0.024098059,0.19627145,0.262797877,0.304882484,0.2688782,0.146539597,0.138134172,0.257757586,0.042037346,0.100945125
"Quant.16.2",0.290061223,0.273388401,0.252891253,0.292336224,0.286653201,0.283320137,0.260040884,0.275050607,0.233236304,0.124659172,0.144752447,0.110684202,0.216451112,0.231888986,0.274483374,0.125560884,0.155762787,0.216391183,0.227358489,0.265433718,0.237963813,0.29878638,0.324316603,0.235827114,0.289254726,0.307223346,0.257112527,0.282410811,0.223512997,0.216355542,0.24350974,0.297327297,0.261654248,0.222607755,0.221036359,0.237382641,0.230057504,0.252764581,0.223861853,0.276940813,0.251457818,0.276712196,0.28442521,0.276149242,0.267394604,0.297920755,0.296301887,0.296947057,0.283157713,0.250160219,0.261743803,0.209729667,0.197002058,0.186991188,0.164796102,0.130003255,0.119711384,0.275596698,0.291195423,0.258008657
"Sigma.16.2",2.496689532,2.569715208,2.639880144,2.817247165,3.309713902,3.248356563,3.680699217,2.961594409,3.445602544,4.231331306,4.568310803,3.955798223,4.043198042,3.729249649,3.639166684,3.579858939,2.661007781,2.841101225,4.15515632,4.088752021,3.524762645,3.386283761,4.160285885,3.765637547,3.27488999,3.688168657,2.720172549,3.373737569,3.802549955,3.11046676,3.925746184,3.871043611,2.854138163,2.697385578,4.094912629,3.170432616,3.140554629,3.879196274,2.920999604,3.958138306,3.854336697,4.062324637,2.943757861,4.014927669,3.403424149,2.95584652,5.20372827,3.847831454,3.768243998,3.583812616,3.745293313,3.512318041,3.736660481,3.058997228,4.089950204,4.251380968,3.4834294,2.725245781,3.181548854,2.88223308
"Connect.16.2",0.365532389,0.294658545,0.30858384,0.323872842,0.293729176,0.32188762,0.12278842,0.217032623,0.189211586,0.34422743,0.433034508,0.193562605,0.229053253,0.330236287,0.31031203,0.454465072,0.268710834,0.049388689,0.174865754,0.177182009,0.275184482,0.233809872,0.222646773,0.133320956,0.267093111,0.19059603,0.239954584,0.254995684,0.357913364,0.364297682,0.104749333,0.046530036,0.247862688,0.332116184,0.126601622,0.181010214,0.143534571,0.166813837,0.19589669,0.09576696,0.256593239,0.151433856,0.381824509,0.349612058,0.17869141,0.292339267,0.246929628,0.277669802,0.378579764,0.251319798,0.359539135,0.224603929,0.307116303,0.252898313,0.251459023,0.265217767,0.240951625,0.280768896,0.232874227,0.338474164
"Tau1.16.2",901.7875338,980.0482363,1242.497476,962.4172038,1061.147907,1302.224129,1476.202568,1373.234438,1416.488609,900.7682203,1051.99789,841.7548661,992.8239388,967.5646465,867.239563,805.9535547,1054.005128,1047.504415,1037.670726,1223.062409,880.6352067,1068.642505,1285.728971,1060.659037,1331.535455,1157.346039,1691.439936,1157.626975,1482.570469,1112.497101,1641.516572,1019.378629,878.3802501,1702.496372,1563.758104,1520.507829,1378.838046,965.1354031,1220.779945,1413.28127,1091.135583,1084.4337,887.8775443,760.7798323,819.4806006,2071.284397,1990.077405,1483.76018,887.5832414,1000.249316,1056.277167,966.9306216,1111.278751,923.9868849,974.3153122,1108.470258,1217.076747,805.4580718,843.0783818,1128.042362
"Tau2.16.2",1306483.525,1048058.21,1552549.086,1139283.682,1157023.221,1056892.017,988948.4354,1185044.929,1015737.539,3728900.868,4393868.523,7880009.225,1621967.964,1604027.989,1251027.897,5100475.236,2681473.677,1913800.179,1361240.271,1575584.708,1553921.92,1060021.703,846358.9378,1186859.524,790886.6725,723645.1625,952062.0393,949526.8216,1532680.74,1429936.029,1246086.488,888493.731,1185990.654,1449545.349,1711511.563,1428766.327,1098791.004,988097.133,1408544.712,1071094.662,1288123.739,1099893.329,1029849.654,1002558.772,1092398.533,1118526.664,813311.6565,727037.3135,981364.7775,1253585.355,1424150.25,1702171.93,3171683.831,2176379.547,2170395.964,3203527.964,3108436.456,1168394.508,921830.2953,1220839.792
