"","M.cap.1.1.Out","M.cap.1.2.Out","M.cap.1.3.Out","A.yong.1.1.Out","A.yong.1.2.Out","A.yong.1.3.Out","T.ren.1.1.Out","T.ren.1.2.Out","T.ren.1.3.Out","M.cap.2.1.Out","M.cap.2.2.Out","M.cap.2.3.Out","M.dig.2.1.Out","M.dig.2.2.Out","M.dig.2.3.Out","M.cap.3.1.Out","M.cap.3.2.Out","M.cap.3.3.Out","A.mill.1.1.Out","A.mill.1.2.Out","A.mill.1.3.Out","A.hum.1.1.Out","A.hum.1.2.Out","A.hum.1.3.Out","Acro.1.1.Out","Acro.1.2.Out","Acro.1.3.Out","Acro.2.1.Out","Acro.2.2.Out","Acro.2.3.Out","Pav.1.1.Out","Pav.1.2.Out","Pav.1.3.Out","T.ren.2.1.Out","T.ren.2.2.Out","T.ren.2.3.Out","Psam.1.1.Out","Psam.1.2.Out","Psam.1.3.Out","P.dam.2.1.Out","P.dam.2.2.Out","P.dam.2.3.Out","P.dam.3.1.Out","P.dam.3.2.Out","P.dam.3.3.Out","Cyph.1.1.Out","Cyph.1.2.Out","Cyph.1.3.Out","A.hum.2.1.In","A.hum.2.2.In","A.hum.2.3.In","M.cap.3.1.In","M.cap.3.2.In","M.cap.3.3.In","M.cap.2.1.In","M.cap.2.2.In","M.cap.2.3.In","T.ren.1.1.In","T.ren.1.2.In","T.ren.1.3.In"
"Tau1.30.3",1057.046082,1331.921166,1282.557187,1231.354518,1557.07905,1140.183692,1688.852733,1115.883405,1957.217071,827.8317783,894.1004388,802.2314021,1072.54323,920.0612627,857.184242,622.5106714,1078.290994,858.2602945,1405.18063,1034.099591,982.9048558,837.8165846,926.8337768,923.2749676,1331.486641,1243.327768,1400.133714,991.2575403,1069.995208,933.2810713,1095.73298,934.8198599,817.8247482,1109.895224,1423.758409,1198.513548,1204.026377,920.0698507,963.4214663,1041.857031,1176.991775,817.6501455,773.0078108,684.4509124,726.2965917,1063.597939,1440.153609,1113.00328,741.8138807,976.634263,898.3591758,766.7156692,719.8956444,682.9179786,920.8983036,890.336998,673.4473532,725.5222912,729.1179012,710.6475297
"Tau2.30.3",1001403.01,957576.8195,1098374.244,642365.7414,713302.7657,812955.4539,644186.3972,831528.6471,747591.3091,3119030.299,3890547.546,7362068.518,1065053.372,1144507.674,1019150.711,3352005.031,2130171.986,1424767.176,926640.742,1030921.699,1178625.898,796527.2526,655886.5028,1044256.62,543078.5295,579967.9599,917170.6258,792102.4162,1045175.925,1124265.177,1129763.278,709299.4909,836411.786,817373.9866,1039418.386,807089.1144,735096.8672,968810.8967,875369.2955,724102.4302,876919.5766,940757.0421,886324.4001,871755.3179,1199300.586,900242.265,664717.7371,733951.4381,789902.1022,777157.7473,902266.3472,1762058.395,1757458.288,2103621.428,2178731.661,4448921.511,3560768.947,906513.2014,775829.1158,1045394.044
"NPQ.30.3",0.557109294,0.53081171,0.493706165,0.430814179,0.479605141,0.483784871,0.265696723,0.502087521,0.470554053,0.740328585,0.853033708,1.077021986,0.950568566,1.071074525,0.677769894,0.712242363,0.629305074,0.56444425,0.217510818,0.235187998,0.212969062,0.611768888,0.40264674,0.616826905,0.587414191,0.577482609,0.295242886,0.381825234,0.536359432,0.563324967,0.287408161,0.315321094,0.405093476,0.512461369,0.485522438,0.390700625,0.114766434,0.266998773,0.268812778,0.254455161,0.267667807,0.172233987,0.401715799,0.122517043,0.490497337,0.28516585,0.226858787,0.199602088,0.523622253,0.551404122,0.592472065,0.441660692,0.471270417,0.46369382,0.345986367,0.340408573,0.292326,0.346631683,0.323046589,0.297252176
"qP.30.3",0.929398021,0.92256329,0.908328843,0.954292836,0.949565092,0.967252597,0.951903237,0.955269531,0.941604738,0.965982233,0.961259481,0.959585107,0.968736863,0.991592412,0.968936352,0.948237666,0.932478137,0.940504259,0.940905415,0.950498446,0.943912007,0.952618297,0.95542612,0.971981541,0.973828372,0.977087564,0.910261023,0.922454127,0.929845239,0.942085209,0.975029097,0.980115307,0.970873437,0.937107108,0.936368151,0.924141781,0.843319715,0.9603123,0.94711567,0.934955698,0.863010653,0.865990729,0.960273596,0.903741702,0.940650217,0.974561071,0.962838848,0.966525529,0.948368431,0.991978236,0.967626761,0.931451541,0.939489845,0.928442871,0.95097495,0.944326131,0.928822804,0.965686645,0.945226663,0.94190354
"ABQ.30.3",0.083203292,0.279743525,0.125728776,0.198649124,0.159922419,0.112021428,0.052242195,0.107477113,0.088652692,0.250027582,0.235291614,0.214660235,0.227338102,0.126346111,0.118041239,0.297922583,0.258995763,0.259981657,0.138813934,0.117300064,0.162233299,0.129886244,0.015304969,0.074794169,0.184462543,0.056923392,0.155262421,0.138964744,0.2588023,0.256608486,0.042819966,0.069378845,0.159185703,0.373915181,0.164544969,0.150602883,0.056845838,0.040122344,0.04132245,0.084958016,0.097605558,0.041969816,0.171923385,0,0.239712707,0.111967094,0.071424444,0.110112193,0.055030791,0.071029476,0.068390466,0.22815467,0.153779465,0.149226837,0.092816393,0.130256466,0.211669021,0.127706487,0.106676775,0.137924114
"Quant.31.3",0.368778854,0.365056817,0.355422327,0.391320773,0.396545246,0.384023648,0.318940154,0.331299654,0.2941553,0.156876156,0.185584277,0.140527406,0.251741792,0.302934873,0.319850064,0.18326911,0.224098076,0.270710172,0.30700873,0.316719079,0.304711035,0.367346477,0.371903953,0.295371691,0.402078635,0.411364696,0.351474819,0.343373908,0.297652627,0.312908088,0.297205501,0.373900563,0.36315169,0.2823691,0.266500375,0.297041632,0.307471441,0.305268091,0.27443903,0.331159969,0.32765451,0.318755945,0.343610081,0.326495211,0.324130712,0.381007235,0.35133858,0.376413202,0.347197375,0.317178092,0.329414141,0.269258749,0.269562824,0.258098095,0.199313168,0.167418185,0.149000337,0.334468117,0.342195219,0.310776241
"Sigma.31.3",2.439250879,2.585599705,2.646327214,2.658921533,3.183156151,3.3144201,4.016072677,2.981417465,3.803181738,4.395661249,4.515101103,4.188117379,3.600602835,3.550043442,3.502975371,3.66906081,2.500545321,2.493722217,3.809351927,3.856227726,3.431508732,3.158189433,4.907255277,3.870663045,3.227810119,3.644396947,2.662572118,3.678924252,3.406770347,3.054242984,4.017937037,3.964972079,2.825294608,2.669574522,4.322718374,3.121680366,3.201151108,3.822237133,3.246122014,4.152897808,3.755926681,3.613431702,3.632741431,3.582074177,3.613594268,3.040014078,5.52724764,4.279961934,4.064145083,4.256733281,3.623570664,3.546837012,3.221302531,2.95981306,4.385844536,4.017604815,3.233829801,2.606422465,3.279781232,2.553802083
"Connect.31.3",0.230890316,0.162024371,0.189211511,0.255194222,0.241026143,0.211822665,0.230282234,0.196749128,0.117296927,0.258613726,0.213947174,0.112413135,0.071840695,0.127573523,0.143283706,0.224305956,0.269604142,0.359598468,0.141635387,0.162052102,0.142939794,0.112889046,0.194757616,0.263461507,0.089031816,0.113047269,0.15858085,0.271308211,0.446963057,0,0.052382026,0.26991305,0.215763154,0.187041353,0.270704791,0.19611679,0.132228957,0.153860558,0.283576343,0.219349539,0.163144456,0.27874834,0.268476531,0.256180766,0.144260954,0.312582746,0.163492973,0.144918678,0.29918219,0.203925215,0.139751034,0.264672321,0.225672769,0.142792453,0.205813127,0.324984225,0.246760834,0.151732523,0.224524329,0.307100015
"Tau1.31.3",1039.282129,1508.70027,1222.832142,1188.957895,1329.493412,1095.323371,1728.023474,1143.078532,1847.982276,777.1266198,754.699809,758.5256657,1078.163252,925.5794735,720.907842,569.6979847,854.8926982,797.47357,1269.723937,958.2066172,816.4581869,773.7826478,875.8246583,1011.361756,1321.338605,1195.980773,1328.464063,919.8599815,1114.305373,941.4916211,1042.449883,946.018982,782.3699513,1110.610858,1228.232324,1360.222327,1144.157107,900.1425057,942.7584543,1064.848854,1161.392655,812.9114325,883.9645631,760.0368514,749.8560117,1242.797082,1535.044751,1147.443526,756.9572021,1020.345937,825.8312788,686.3522517,817.5241853,743.4966131,883.8874781,822.2778466,695.6761067,682.334354,789.2615315,787.6971885
"Tau2.31.3",1013436.361,997212.1273,984146.5647,642192.6043,654603.5995,728802.415,650462.4295,801010.7917,734229.2445,3368236.87,2365477,4550845.718,1090690.594,984409.4758,853859.8047,2447846.684,1686194.88,1311476.417,894760.8011,943326.6126,1135482.847,798391.6955,582319.6274,971666.795,522382.5922,545063.651,790469.9979,756773.9201,1063130.416,882193.8165,1150765.607,701651.6073,818847.7209,843617.0857,918284.0366,922903.7849,744364.7934,957490.6462,968043.6343,691895.5927,822197.2589,1061917.026,928679.8041,925265.2079,1177604.094,825960.149,658367.219,701791.5196,740605.7936,828078.189,892938.7177,1635222.634,2402531.632,2473106.239,2190409.677,2704232.002,2847962.457,958666.5728,806335.4352,1007597.325
"NPQ.31.3",0.516209486,0.508196857,0.438499051,0.44442675,0.474233836,0.480977728,0.253505593,0.482253764,0.450644021,0.738784016,0.848446833,1.054971535,0.914208879,1.037603033,0.648434249,0.745716238,0.597297514,0.563355178,0.214975833,0.22124656,0.208575995,0.591612247,0.386784907,0.593504021,0.583529435,0.564962937,0.278592953,0.366156906,0.506528469,0.503780707,0.275754349,0.325151691,0.414434273,0.50325545,0.472078392,0.376039803,0.099506753,0.261761298,0.26655863,0.25278138,0.272526473,0.133168192,0.404059071,0.085518061,0.490230504,0.281612892,0.21817119,0.197086386,0.490229766,0.538318705,0.562179606,0.44911398,0.463650539,0.440333617,0.335352538,0.330911184,0.290836889,0.324865347,0.31928184,0.291861501
"qP.31.3",0.93465655,0.917688178,0.900212432,0.961243196,0.951760709,0.958084564,0.944687621,0.950395438,0.929216092,0.960944296,0.955533078,0.949969882,0.95238663,0.986386319,0.957581209,0.938752721,0.933582673,0.931686317,0.946814673,0.947959731,0.9429703,0.951675872,0.947236159,0.958049435,0.967919676,0.974068397,0.906353296,0.90860579,0.906065146,0.930371697,0.970185473,0.965636513,0.981669063,0.932229937,0.929232193,0.916451482,0.835011691,0.949245519,0.925688522,0.930808523,0.868017143,0.825123556,0.951009337,0.87610583,0.948744705,0.971061065,0.956334661,0.974769615,0.931479,0.98352961,0.960573546,0.926357665,0.935023951,0.917883203,0.938115431,0.926473363,0.921160366,0.954769889,0.942577121,0.933698086
"ABQ.31.3",0.190426762,0.251932709,0.214034317,0.169473403,0.162285908,0.12121671,0.089363176,0.11271811,0.10962664,0.126485352,0.09726547,0.212299778,0.258543298,0.147238131,0.157033082,0,0.297484195,0.24384756,0.128072562,0.150646018,0.11836604,0.103123748,0.006639534,0.108074876,0.194382108,0.086293846,0.156860476,0.103414023,0.273775249,0.300038539,0.087342413,0.066500476,0.114842624,0.342545931,0.10849463,0.121254302,0.13070744,0.055748515,0.041270848,0.011944159,0.05387175,0.101814345,0.092873847,0.124789829,0.108474619,0.107725043,0.109450551,0.087489869,0.078451014,0.055717283,0.113334293,0.125771621,0.082978528,0.111911432,0.095919199,0.125324089,0.163387585,0.161797091,0.046756896,0.190867507
"Quant.32.3",0.374084322,0.365843957,0.352351326,0.387570051,0.400857381,0.393301432,0.315390933,0.337043049,0.296917352,0.164496627,0.18688098,0.142050616,0.257081518,0.304486729,0.315174545,0.204805612,0.215599224,0.275067132,0.301864945,0.30785809,0.294947277,0.36813932,0.376243614,0.2996433,0.400279292,0.399105745,0.354448607,0.350487013,0.30249596,0.291275332,0.299871139,0.385943738,0.361737794,0.278724424,0.273878206,0.313234853,0.307753309,0.308494094,0.28911947,0.338102269,0.329227958,0.334663253,0.359498425,0.335500986,0.321315695,0.375631999,0.348066964,0.362651258,0.355345101,0.326741226,0.32296493,0.273842072,0.281077565,0.259456398,0.205991534,0.174219694,0.155287533,0.32915754,0.347243748,0.321142662
"Sigma.32.3",2.540598972,2.618435615,2.668316413,2.666749886,3.368675214,3.335418687,4.23894715,3.047750907,3.798821266,3.716322911,4.065708945,4.128333632,3.576855631,3.593796873,3.899154428,2.636455815,2.650197895,2.46823481,3.775559091,4.147712101,3.294276742,3.131136775,4.690532008,3.818875923,3.350863879,3.837765523,2.640616786,3.633315017,3.694965468,3.409956088,3.607677156,3.967430328,2.713382869,2.950325276,4.41447971,3.248638952,3.293790714,3.755145055,3.010849595,4.043638375,3.969785999,4.023034306,3.483827889,3.400006786,3.338634041,2.876380055,5.602244522,4.064259587,4.410123766,4.263576531,3.833810992,3.153918614,3.140205077,2.758302969,3.762967643,3.873363427,3.03417966,2.79752758,3.026747908,2.51640075
"Connect.32.3",0.220254862,0.2046243,0.210394242,0.290501991,0.245499092,0.141337116,0.173065062,0.166487494,0.097782917,0.243726665,0.299149002,0.186093367,0.158835478,0.089497834,0.17975585,0.176157111,0.339604275,0.320917859,0.08028266,0.323637176,0.306854889,0.14684502,0.159635768,0.301338586,0.142244197,0.255276005,0.172399895,0.236153735,0.370543771,0.331760853,0,0.134296737,0.201385647,0.311183261,0.173747313,0.031261177,0.108166264,0.132939986,0.139108996,0.154850078,0.236778948,0.313017802,0.103007931,0.164959298,0.188832498,0.307190092,0.20842845,0.240927127,0.264698872,0.158664348,0.278346496,0.254644788,0.065409886,0.183225278,0,0.193967516,0.258195601,0.220919982,0.192238573,0.149924862
"Tau1.32.3",952.0376482,1333.372282,1243.895323,1174.588543,1362.152364,1112.040407,1666.667015,1060.568642,1840.747893,876.0922302,845.3290341,755.9774589,959.0755176,829.5287658,850.8551381,755.7753854,1052.932283,972.1258784,1246.475004,934.8923516,865.7146567,769.8633424,929.8493974,953.8074815,1201.286945,1170.641204,1424.75364,950.1105709,1324.183744,827.1359246,1050.294782,916.5279184,778.997816,1268.09708,1479.164288,1377.901946,1223.471304,875.8182501,930.9008305,1098.26581,1196.527195,853.5222951,755.6137006,707.8487252,720.4464745,1195.248139,1488.670195,1130.211088,783.0807452,1017.377119,917.370013,713.7728699,740.93642,679.6611393,863.4966915,843.2037524,703.7973548,677.3620991,716.0330369,744.0093898
"Tau2.32.3",1103151.709,871372.0008,1040859.863,658831.2243,703195.3126,721979.3805,659043.764,726127.3087,724443.879,6025088.797,2288953.199,4840767.566,1076932.755,875564.2325,909992.2555,4076167.11,2294052.082,1694392.767,935421.7945,958692.57,1295144.18,719484.4789,607206.2843,1005383.112,511363.1447,535913.3484,860617.8117,721412.8675,1123318.396,823311.0609,1170649.12,669947.5752,846383.4887,924514.2626,1032909.686,1021820.772,813352.5364,926301.1164,940995.9731,688202.4203,895602.3472,942695.1995,785645.5852,877499.2407,1071559.993,826521.2547,639019.3206,701638.1534,758668.5258,742854.877,890717.7361,1588420.408,2298441.327,2367752.173,2196746.116,2336503.036,3153955.039,823572.5108,774136.3077,977199.2987
"NPQ.32.3",0.522824722,0.502182482,0.42929392,0.453610604,0.485185919,0.473321385,0.25100285,0.47098311,0.433028151,0.711994756,0.823988723,1.036072864,0.892545541,1.014445829,0.649898333,0.671040584,0.595390228,0.552837412,0.211422134,0.226159842,0.207143974,0.582497119,0.367594833,0.578104252,0.595711238,0.579928676,0.272773708,0.340196173,0.484304179,0.504036224,0.254829508,0.31233683,0.409780677,0.515981082,0.455457273,0.35908818,0.096449825,0.25314352,0.241145768,0.24288641,0.27641066,0.125099779,0.374031097,0.061411878,0.47247492,0.265387216,0.220220918,0.193701152,0.472476513,0.521973145,0.55861805,0.422555698,0.437193809,0.416669064,0.312180239,0.317582054,0.279895471,0.348312663,0.297238347,0.274271427
"qP.32.3",0.943131389,0.915847168,0.89200078,0.96137959,0.961302966,0.964868657,0.936570223,0.951170923,0.921879203,0.955093327,0.946655833,0.944852348,0.949801996,0.981645127,0.953558354,0.924606297,0.92285721,0.931068373,0.93376972,0.937232754,0.923496537,0.948850839,0.941726602,0.955287246,0.970648782,0.967516562,0.906385322,0.901602965,0.899755324,0.905864829,0.954930104,0.973989496,0.977224256,0.9350896,0.928081781,0.926836688,0.831630159,0.946685144,0.925902286,0.933474896,0.873244855,0.845455652,0.953414458,0.863164657,0.935930899,0.951450921,0.952679831,0.948306495,0.931896444,0.986211219,0.951958613,0.914785981,0.932831025,0.903411159,0.925230934,0.923587245,0.919204308,0.963973116,0.933965362,0.9352404
"ABQ.32.3",0.156789917,0.242432603,0.207503471,0.16702818,0.113462688,0.115649158,0.038826814,0.09297701,0.110647482,0.261484833,0.187115466,0.223543892,0.263433457,0.136728046,0.061695318,0.281435781,0.255440047,0.251575913,0.135807447,0.086445086,0.153624112,0.110806279,0.050510153,0.120008293,0.163669549,0.037813381,0.163812929,0.114529392,0.212340398,0.218517369,0.180531228,0.065921714,0.149904278,0.273403555,0.089570028,0.085515758,0.105550577,0.072323048,0.110757615,0.037939121,0,0,0.130058813,0.169274455,0.176311239,0.155753288,0.097367063,0.133478731,0,0.054199226,0.061889763,0.22261859,0.106064875,0.172374307,0.2243166,0.156726995,0.215038352,0.10033934,0.120299078,0.202717538
"Quant.33.3",0.362799719,0.36950136,0.360005755,0.386823324,0.392572362,0.381736479,0.323508354,0.329856529,0.290760337,0.157135253,0.188757776,0.150428181,0.263246758,0.287522219,0.318188275,0.196131276,0.220013582,0.275895956,0.293285683,0.317660467,0.29455325,0.374100566,0.368391133,0.305633348,0.394753821,0.401760095,0.360421714,0.35479876,0.290801677,0.311842456,0.301560843,0.390008334,0.365492808,0.283746142,0.275631068,0.299373849,0.307102447,0.305134095,0.275903343,0.336832354,0.33082656,0.322978054,0.343757371,0.317784104,0.312602141,0.376160044,0.353265949,0.368275441,0.357615924,0.31281648,0.335916522,0.277093116,0.279864759,0.256443183,0.206078334,0.177374435,0.153252984,0.32742399,0.34175726,0.31163235
"Sigma.33.3",2.684846791,2.674296926,2.525953726,2.843234627,3.361461213,3.306105726,4.193117696,3.117755349,3.886521201,3.974410996,4.161053198,3.368229338,3.589716475,3.752214342,3.992712668,3.272584146,2.519574785,2.544053668,4.176040762,4.108841727,3.385305377,3.194184806,4.734547471,4.004116888,3.387054991,3.753869396,2.72880896,3.702478602,3.783125062,3.428610653,3.881479952,3.955151363,2.656154318,2.797581875,4.25540488,3.229180434,3.386523648,3.897074431,3.025959624,4.086837895,3.959691174,3.867728541,4.004670594,3.567726473,3.254392536,2.945262108,5.837927367,4.173114177,4.184552462,4.304129563,3.747944167,3.14937077,3.405163437,2.926726727,4.06628128,3.620679958,3.130641522,2.616964344,3.10372189,2.572293212
"Connect.33.3",0.220912205,0.215482832,0.215071887,0.270775966,0.310861297,0.204809831,0.111718016,0.257200578,0.200941853,0.248989735,0.232038348,0,0,0.353519091,0.216188309,0.292349651,0.252080187,0.273877601,0.245595085,0.147962156,0.242149302,0.125505048,0.281814296,0.25303809,0.135717573,0.219661371,0.092148776,0.255411961,0.449452787,0.164233634,0.019611857,0.147394569,0.160270409,0.299938948,0.206148001,0.216909563,0.137194914,0.147595846,0.29206335,0.258810451,0.142497772,0.31917072,0.285036583,0.381021059,0.320626263,0.322975382,0.119821881,0.190118241,0.244995907,0.253411844,0.258385092,0.210694475,0.154799442,0.181737617,0.107544486,0.136738522,0.36932533,0.170599904,0.307438119,0.199796048
"Tau1.33.3",948.5589474,1317.101928,1224.532505,1047.360267,1231.443166,1095.937518,1775.984692,1121.460796,2120.463057,890.3239091,860.2560749,814.5953802,960.3672979,918.0858219,760.5859057,638.8438397,847.8605416,850.7059073,1172.503471,946.557009,812.7656601,797.2719613,940.8003599,966.6841804,1262.636274,1147.559086,1286.494533,1010.137901,1062.311874,845.3011112,1087.333318,876.9075771,789.3800328,1316.070662,1242.433642,1214.652602,1211.110866,911.5808904,1093.52403,970.897293,1177.223981,786.5719173,769.9698792,715.6210823,709.1296689,1208.093413,1532.663273,1123.045893,807.8972561,1011.125692,963.0694692,684.615438,676.2722267,770.2919727,908.4136774,811.382445,759.152948,744.2293849,793.8879179,764.5163804
"Tau2.33.3",1027207.08,884022.4097,860398.1449,666673.975,740228.2599,696674.3306,665724.3661,737778.9904,716851.3359,7291690.971,2284125.753,6776407.496,1093939.304,981567.1705,829219.4284,3409306.658,1833082.726,1443815.547,923587.735,993110.1229,1146180.894,830102.5905,622043.7104,953171.7364,506883.1112,543386.8955,796628.7685,768751.6986,1048324.831,851973.6673,1151510.673,660334.4508,857277.8358,820162.4485,853121.1526,806127.2392,804688.8792,904033.5811,945500.6296,661354.6797,840857.2717,903872.3268,765675.1942,952215.961,1006857.853,891124.9764,668876.413,663198.6578,952270.151,780360.9977,993538.4088,1559896.298,1478206.716,2380807.008,1812312.855,2514645.907,3695649.898,919689.9639,787979.1222,1053504.285
"NPQ.33.3",0.543596974,0.50015669,0.417177978,0.476019956,0.493074134,0.471746139,0.237107123,0.466146116,0.424747606,0.711053989,0.807346792,0.996122533,0.856540841,1.020345441,0.631692119,0.696905043,0.567206965,0.543628414,0.222313964,0.205532373,0.197606424,0.573553072,0.365260904,0.563425165,0.603288694,0.575332031,0.272181796,0.322600252,0.472734859,0.469618857,0.259140934,0.306978229,0.405687063,0.501081031,0.435811246,0.354152058,0.093512718,0.250640225,0.242943206,0.244613548,0.270908751,0.115948369,0.393311763,0.059271486,0.46449838,0.261596942,0.217462315,0.190460729,0.441208852,0.515346646,0.536399974,0.41100622,0.436711302,0.412514583,0.311315675,0.3038888,0.274878023,0.3293704,0.296173179,0.2751113
"qP.33.3",0.94028197,0.91880774,0.894491868,0.971165833,0.955795972,0.951255864,0.937428047,0.940108734,0.908897327,0.94656682,0.941418055,0.937934527,0.943090969,0.970567374,0.949019325,0.928383851,0.911919073,0.927142315,0.929618584,0.933945685,0.91243849,0.951249969,0.93041808,0.95471108,0.968051629,0.968414624,0.914586906,0.896026345,0.88001113,0.910934537,0.961956037,0.976170516,0.979639981,0.932632791,0.91769995,0.904207775,0.826461949,0.938677205,0.904653855,0.932913124,0.871372854,0.813758329,0.94475809,0.821638007,0.921242651,0.949452806,0.958938808,0.954961973,0.918763799,0.966538748,0.955574091,0.911283735,0.930941838,0.896462918,0.924451283,0.913287807,0.907867931,0.947869975,0.925230596,0.921014359
